YEAR,RANK,RIDER,RIDER NO.,TEAM,TIMES,GAP,DISTNACE
1996,11, MIGUEL INDURAIN,1,BANESTO,96H 11' 30'',+ 00H 14' 14'',3765
1996,12, PATRICK JONKER,15,ONCE,96H 16' 14'',+ 00H 18' 58'',3765
1996,13, BO HAMBURGER,153,TVM,96H 19' 35'',+ 00H 22' 19'',3765
1996,14, UDO BÖLTS,23,TEAM DEUTSCHE TELEKOM,96H 23' 12'',+ 00H 25' 56'',3765
1996,15, ALBERTO ELLI,43,MG-TECHNOGYM,96H 23' 34'',+ 00H 26' 18'',3765
1996,16, MANUEL FERNANDEZ GINES,33,MAPEI-GB,96H 23' 44'',+ 00H 26' 28'',3765
1996,17, LEONARDO PIEPOLI,166,CERAMICHE REFIN-MOBILVETTA,96H 24' 52'',+ 00H 27' 36'',3765
1996,18, LAURENT BROCHARD,73,FESTINA,96H 29' 27'',+ 00H 32' 11'',3765
1996,19, MICHELE BARTOLI,42,MG-TECHNOGYM,96H 34' 34'',+ 00H 37' 18'',3765
1996,20, EVGUENI BERZIN,51,GEWISS-PLAYBUS,96H 35' 16'',+ 00H 38' 00'',3765
1996,21, VJATCESLAV EKIMOV,85,RABOBANK,96H 41' 14'',+ 00H 43' 58'',3765
1996,22, STEFANO CATTAI,142,ROSLOTTO-ZG MOBILI,96H 45' 19'',+ 00H 48' 03'',3765
1996,23, LAURENT MADOUAS,64,MOTOROLA,96H 50' 31'',+ 00H 53' 15'',3765
1996,24, ARSENIO GONZALEZ,34,MAPEI-GB,96H 52' 44'',+ 00H 55' 28'',3765
1996,25, MASSIMILIANO LELLI,107,SAECO,96H 52' 51'',+ 00H 55' 35'',3765
1996,26, ALEX ZULLE,19,ONCE,96H 54' 03'',+ 00H 56' 47'',3765
1996,27, GIUSEPPE GUERINI,116,TEAM POLTI,97H 02' 28'',+ 01H 05' 12'',3765
1996,28, ROLF SORENSEN,88,RABOBANK,97H 08' 44'',+ 01H 11' 28'',3765
1996,29, JESPER SKIBBY,157,TVM,97H 08' 52'',+ 01H 11' 36'',3765
1996,30, MARCO FINCATO,144,ROSLOTTO-ZG MOBILI,97H 09' 07'',+ 01H 11' 51'',3765
1996,31, MICHAEL BOOGERD,82,RABOBANK,97H 11' 01'',+ 01H 13' 45'',3765
1996,32, JOSÉ LUIS ARRIETA,4,BANESTO,97H 11' 04'',+ 01H 13' 48'',3765
1996,33, PAOLO SAVOLDELLI,148,ROSLOTTO-ZG MOBILI,97H 12' 36'',+ 01H 15' 20'',3765
1996,34, ERIK BREUKINK,83,RABOBANK,97H 17' 19'',+ 01H 20' 03'',3765
1996,35, AITOR GARMENDIA,14,ONCE,97H 17' 58'',+ 01H 20' 42'',3765
1996,36, OSCAR CAMENZIND,124,CERAMICHE PANARIA-VINAVIL,97H 22' 43'',+ 01H 25' 27'',3765
1996,37, CLAUDIO CHIAPPUCCI,131,CARRERA BLUE JEANS-LONGONI,97H 24' 39'',+ 01H 27' 23'',3765
1996,38, MELCHOR MAURI,16,ONCE,97H 24' 44'',+ 01H 27' 28'',3765
1996,39, CHRIS BOARDMAN,91,GAN,97H 25' 00'',+ 01H 27' 44'',3765
1996,40, FEDERICO ECHAVE,32,MAPEI-GB,97H 26' 41'',+ 01H 29' 25'',3765
1996,41, ROBERTO SIERRA,17,ONCE,97H 27' 27'',+ 01H 30' 11'',3765
1996,42, PASCAL HERVE,76,FESTINA,97H 30' 17'',+ 01H 33' 01'',3765
1996,43, MIRCO GUALDI,115,TEAM POLTI,97H 32' 15'',+ 01H 34' 59'',3765
1996,44, LAURENT ROUX,156,TVM,97H 33' 27'',+ 01H 36' 11'',3765
1996,45, ANDREA TAFI,39,MAPEI-GB,97H 36' 10'',+ 01H 38' 54'',3765
1996,46, ANDREA FERRIGATO,143,ROSLOTTO-ZG MOBILI,97H 36' 39'',+ 01H 39' 23'',3765
1996,47, PASCAL RICHARD,48,MG-TECHNOGYM,97H 38' 12'',+ 01H 40' 56'',3765
1996,48, FELIX MANUEL GARCIA CASAS,75,FESTINA,97H 39' 29'',+ 01H 42' 13'',3765
1996,49, NEIL STEPHENS,18,ONCE,97H 40' 49'',+ 01H 43' 33'',3765
1996,50, DAVIDE PERONA,58,GEWISS-PLAYBUS,97H 40' 56'',+ 01H 43' 40'',3765
1996,51, MAURIZIO FONDRIEST,145,ROSLOTTO-ZG MOBILI,97H 43' 00'',+ 01H 45' 44'',3765
1996,52, VALENTINO FOIS,126,CERAMICHE PANARIA-VINAVIL,97H 43' 14'',+ 01H 45' 58'',3765
1996,53, HERMINIO DIAZ ZABALA,13,ONCE,97H 44' 24'',+ 01H 47' 08'',3765
1996,54, ORLANDO RODRIGUES,8,BANESTO,97H 44' 31'',+ 01H 47' 15'',3765
1996,55, BRUNO THIBOUT,68,MOTOROLA,97H 46' 18'',+ 01H 49' 02'',3765
1996,56, BRUNO CENGHIALTA,53,GEWISS-PLAYBUS,97H 46' 35'',+ 01H 49' 19'',3765
1996,57, JOSÉ MARIA JIMENEZ,6,BANESTO,97H 48' 46'',+ 01H 51' 30'',3765
1996,58, PRUDENCIO INDURAIN,5,BANESTO,97H 49' 46'',+ 01H 52' 30'',3765
1996,59, PAOLO LANFRANCHI,35,MAPEI-GB,97H 51' 58'',+ 01H 54' 42'',3765
1996,60, FLAVIO VANZELLA,69,MOTOROLA,97H 52' 08'',+ 01H 54' 52'',3765
1996,61, MASSIMO PODENZANA,135,CARRERA BLUE JEANS-LONGONI,97H 52' 34'',+ 01H 55' 18'',3765
1996,62, THIERRY BOURGUIGNON,212,AUBERVILLIERS 93-PEUGEOT,97H 53' 54'',+ 01H 56' 38'',3765
1996,63, FABIO BALDATO,41,MG-TECHNOGYM,97H 54' 24'',+ 01H 57' 08'',3765
1996,64, MAARTEN DEN BAKKER,151,TVM,97H 55' 41'',+ 01H 58' 25'',3765
1996,65, MARCELLO SIBONI,136,CARRERA BLUE JEANS-LONGONI,97H 58' 08'',+ 02H 00' 52'',3765
1996,66, MARINO ALONSO,2,BANESTO,97H 58' 11'',+ 02H 00' 55'',3765
1996,67, JEAN-PIERRE BOURGEOT,203,AGRIGEL-LA CREUSE-FENIOUX,97H 58' 38'',+ 02H 01' 22'',3765
1996,68, WLADIMIR BELLI,121,CERAMICHE PANARIA-VINAVIL,97H 58' 58'',+ 02H 01' 42'',3765
1996,69, CÉDRIC VASSEUR,99,GAN,97H 59' 21'',+ 02H 02' 05'',3765
1996,70, MASSIMO DONATI,104,SAECO,98H 00' 09'',+ 02H 02' 53'',3765
1996,71, JOSÉ JOAQUIM CASTELBLANCO,185,KELME-ARTIACH-COSTA BLANCA,98H 00' 17'',+ 02H 03' 01'',3765
1996,72, MARCO SALIGARI,49,MG-TECHNOGYM,98H 00' 25'',+ 02H 03' 09'',3765
1996,73, MARCO ZEN,149,ROSLOTTO-ZG MOBILI,98H 01' 19'',+ 02H 04' 03'',3765
1996,74, ERIK DEKKER,84,RABOBANK,98H 02' 19'',+ 02H 05' 03'',3765
1996,75, CHRISTOPHE MOREAU,78,FESTINA,98H 04' 36'',+ 02H 07' 20'',3765
1996,76, CHRISTIAN HENN,24,TEAM DEUTSCHE TELEKOM,98H 04' 49'',+ 02H 07' 33'',3765
1996,77, ANDREI TCHMIL,171,LOTTO-ISOGLASS,98H 06' 54'',+ 02H 09' 38'',3765
1996,78, DJAMOLIDINE ABDOUJAPAROV,161,CERAMICHE REFIN-MOBILVETTA,98H 07' 18'',+ 02H 10' 02'',3765
1996,79, PAOLO FORNACIARI,106,SAECO,98H 07' 20'',+ 02H 10' 04'',3765
1996,80, BRUNO BOSCARDIN,72,FESTINA,98H 07' 28'',+ 02H 10' 12'',3765
1996,81, JUAN-CÉSAR AGUIRE,182,KELME-ARTIACH-COSTA BLANCA,98H 07' 39'',+ 02H 10' 23'',3765
1996,82, ERIK ZABEL,29,TEAM DEUTSCHE TELEKOM,98H 07' 42'',+ 02H 10' 26'',3765
1996,83, ROLF ALDAG,22,TEAM DEUTSCHE TELEKOM,98H 09' 32'',+ 02H 12' 16'',3765
1996,84, DANNY NELISSEN,86,RABOBANK,98H 09' 41'',+ 02H 12' 25'',3765
1996,85, OSCAR PELLICIOLI,134,CARRERA BLUE JEANS-LONGONI,98H 10' 30'',+ 02H 13' 14'',3765
1996,86, FRANÇOIS SIMON,98,GAN,98H 13' 35'',+ 02H 16' 19'',3765
1996,87, SERGEI USLAMINE,165,CERAMICHE REFIN-MOBILVETTA,98H 13' 46'',+ 02H 16' 30'',3765
1996,88, JENS HEPPNER,25,TEAM DEUTSCHE TELEKOM,98H 14' 33'',+ 02H 17' 17'',3765
1996,89, FEDERICO MUNOZ,188,KELME-ARTIACH-COSTA BLANCA,98H 14' 41'',+ 02H 17' 25'',3765
1996,90, ROLF JAERMANN,45,MG-TECHNOGYM,98H 17' 44'',+ 02H 20' 28'',3765
1996,91, FRANÇOIS LEMARCHAND,93,GAN,98H 18' 31'',+ 02H 21' 15'',3765
1996,92, JOSÉ-RAMON URIARTE,9,BANESTO,98H 21' 15'',+ 02H 23' 59'',3765
1996,93, MARIANO PICCOLI,191,BRESCIALAT,98H 21' 45'',+ 02H 24' 29'',3765
1996,94, CRISTIAN SALVATO,168,CERAMICHE REFIN-MOBILVETTA,98H 24' 15'',+ 02H 26' 59'',3765
1996,95, JOHAN MUSEEUW,36,MAPEI-GB,98H 26' 18'',+ 02H 29' 02'',3765
1996,96, CHEPE GONZALEZ PICO,187,KELME-ARTIACH-COSTA BLANCA,98H 26' 29'',+ 02H 29' 13'',3765
1996,97, ROSSANO BRASI,113,TEAM POLTI,98H 27' 36'',+ 02H 30' 20'',3765
1996,98, FABIO ROSCIOLI,167,CERAMICHE REFIN-MOBILVETTA,98H 28' 22'',+ 02H 31' 06'',3765
1996,99, BART VOSKAMP,159,TVM,98H 28' 47'',+ 02H 31' 31'',3765
1996,100, FRANCESCO FRATTINI,55,GEWISS-PLAYBUS,98H 29' 22'',+ 02H 32' 06'',3765
1996,101, SCOTT SUNDERLAND,177,LOTTO-ISOGLASS,98H 30' 10'',+ 02H 32' 54'',3765
1996,102, FRANCISCO CABELLO,184,KELME-ARTIACH-COSTA BLANCA,98H 33' 38'',+ 02H 36' 22'',3765
1996,103, CHRISTIANO FRATTINI,195,BRESCIALAT,98H 35' 12'',+ 02H 37' 56'',3765
1996,104, THIERRY LAURENT,206,AGRIGEL-LA CREUSE-FENIOUX,98H 35' 13'',+ 02H 37' 57'',3765
1996,105, OMAR PUMAR,198,BRESCIALAT,98H 35' 26'',+ 02H 38' 10'',3765
1996,106, FRÉDÉRIC MONCASSIN,94,GAN,98H 36' 13'',+ 02H 38' 57'',3765
1996,107, BRIAN HOLM,26,TEAM DEUTSCHE TELEKOM,98H 37' 07'',+ 02H 39' 51'',3765
1996,108, FRÉDÉRIC GUESDON,117,TEAM POLTI,98H 40' 05'',+ 02H 42' 49'',3765
1996,109, JOSÉ ANGEL VIDAL,189,KELME-ARTIACH-COSTA BLANCA,98H 40' 14'',+ 02H 42' 58'',3765
1996,110, WILFRIED PEETERS,38,MAPEI-GB,98H 44' 03'',+ 02H 46' 47'',3765
1996,111, FRANKIE ANDREU,62,MOTOROLA,98H 46' 02'',+ 02H 48' 46'',3765
1996,112, ALESSANDRO BARONTI,122,CERAMICHE PANARIA-VINAVIL,98H 49' 53'',+ 02H 52' 37'',3765
1996,113, TOBIAS STEINHAUSER,169,CERAMICHE REFIN-MOBILVETTA,98H 51' 50'',+ 02H 54' 34'',3765
1996,114, THIERRY GOUVENOU,214,AUBERVILLIERS 93-PEUGEOT,98H 51' 51'',+ 02H 54' 35'',3765
1996,115, JACKY DURAND,201,AGRIGEL-LA CREUSE-FENIOUX,98H 51' 55'',+ 02H 54' 39'',3765
1996,116, PETER VAN PETEGEM,158,TVM,98H 53' 26'',+ 02H 56' 10'',3765
1996,117, DARIO BOTTARO,52,GEWISS-PLAYBUS,98H 53' 54'',+ 02H 56' 38'',3765
1996,118, GILLES TALMANT,218,AUBERVILLIERS 93-PEUGEOT,98H 54' 51'',+ 02H 57' 35'',3765
1996,119, GERRIT DE VRIES,114,TEAM POLTI,99H 02' 01'',+ 03H 04' 45'',3765
1996,120, PAUL VAN HYFTE,178,LOTTO-ISOGLASS,99H 03' 59'',+ 03H 06' 43'',3765
1996,121, IVAN CERIOLI,54,GEWISS-PLAYBUS,99H 05' 06'',+ 03H 07' 50'',3765
1996,122, PETER FARAZIJN,173,LOTTO-ISOGLASS,99H 11' 22'',+ 03H 14' 06'',3765
1996,123, NICO MATTAN,176,LOTTO-ISOGLASS,99H 12' 05'',+ 03H 14' 49'',3765
1996,124, MARC WAUTERS,179,LOTTO-ISOGLASS,99H 13' 02'',+ 03H 15' 46'',3765
1996,125, MARIO CHIESA,132,CARRERA BLUE JEANS-LONGONI,99H 15' 18'',+ 03H 18' 02'',3765
1996,126, SIMONE BIASCI,102,SAECO,99H 19' 32'',+ 03H 22' 16'',3765
1996,127, EROS POLI,108,SAECO,99H 31' 54'',+ 03H 34' 38'',3765
1996,128, JEROEN BLIJLEVENS,152,TVM,99H 32' 28'',+ 03H 35' 12'',3765
1996,129, JEAN-LUC MASDUPUY,208,AGRIGEL-LA CREUSE-FENIOUX,99H 37' 08'',+ 03H 39' 52'',3765
1995,1, MIGUEL INDURAIN,1,BANESTO,92H 44' 59'',-,3635
1995,2, ALEX ZULLE,69,ONCE,92H 49' 34'',+ 00H 04' 35'',3635
1995,3, BJARNE RIIS,18,GEWISS-BALLAN,92H 51' 46'',+ 00H 06' 47'',3635
1995,4, LAURENT JALABERT,61,ONCE,92H 53' 23'',+ 00H 08' 24'',3635
1995,5, IVAN GOTTI,17,GEWISS-BALLAN,92H 56' 32'',+ 00H 11' 33'',3635
1995,6, MELCHOR MAURI,65,ONCE,93H 00' 19'',+ 00H 15' 20'',3635
1995,7, FERNANDO ESCARTIN,44,MAPEI-GB,93H 00' 48'',+ 00H 15' 49'',3635
1995,8, TONY ROMINGER,41,MAPEI-GB,93H 01' 45'',+ 00H 16' 46'',3635
1995,9, RICHARD VIRENQUE,51,FESTINA WATCHES,93H 02' 30'',+ 00H 17' 31'',3635
1995,10, HERNÁN BUENAHORA GUTIERREZ,103,KELME-AVIANCA,93H 03' 49'',+ 00H 18' 50'',3635
1995,11, CLAUDIO CHIAPPUCCI,24,CARRERA-TASSONI,93H 03' 54'',+ 00H 18' 55'',3635
1995,12, LAURENT MADOUAS,144,CASTORAMA,93H 05' 36'',+ 00H 20' 37'',3635
1995,13, MARCO PANTANI,21,CARRERA-TASSONI,93H 11' 19'',+ 00H 26' 20'',3635
1995,14, PAOLO LANFRANCHI,193,BRESCIALAT,93H 14' 40'',+ 00H 29' 41'',3635
1995,15, BRUNO CENGHIALTA,14,GEWISS-BALLAN,93H 14' 54'',+ 00H 29' 55'',3635
1995,16, ALVARO MEJIA,115,MOTOROLA,93H 18' 39'',+ 00H 33' 40'',3635
1995,17, BO HAMBURGER,121,TVM-POLIS DIRECT,93H 19' 48'',+ 00H 34' 49'',3635
1995,18, VJATCESLAV EKIMOV,164,NOVELL,93H 24' 50'',+ 00H 39' 51'',3635
1995,19, LAURENT DUFAUX,54,FESTINA WATCHES,93H 30' 54'',+ 00H 45' 55'',3635
1995,20, ERIK BREUKINK,62,ONCE,93H 32' 26'',+ 00H 47' 27'',3635
1995,21, VICENTE APARICIO VILA,3,BANESTO,93H 37' 53'',+ 00H 52' 54'',3635
1995,22, JEAN-CYRIL ROBIN,59,FESTINA WATCHES,93H 41' 00'',+ 00H 56' 01'',3635
1995,23, ARSENIO GONZALEZ,45,MAPEI-GB,93H 41' 17'',+ 00H 56' 18'',3635
1995,24, FEDERICO MUNOZ,108,KELME-AVIANCA,93H 46' 02'',+ 01H 01' 03'',3635
1995,25, VLADIMIR POULNIKOV,205,TELECOM-ZG-SELLE ITALIA,93H 46' 30'',+ 01H 01' 31'',3635
1995,26, MASSIMO PODENZANA,191,BRESCIALAT,93H 46' 53'',+ 01H 01' 54'',3635
1995,27, LAUDELINO CUBINO GONZALEZ,101,KELME-AVIANCA,93H 47' 26'',+ 01H 02' 27'',3635
1995,28, LAURENT BROCHARD,53,FESTINA WATCHES,93H 47' 44'',+ 01H 02' 45'',3635
1995,29, BEAT ZBERG,29,CARRERA-TASSONI,93H 52' 07'',+ 01H 07' 08'',3635
1995,30, YVON LEDANOIS,85,GAN,93H 59' 03'',+ 01H 14' 04'',3635
1995,31, JOHAN BRUYNEEL,63,ONCE,94H 03' 13'',+ 01H 18' 14'',3635
1995,32, OSCAR PELLICIOLI,98,TEAM POLTI,94H 05' 12'',+ 01H 20' 13'',3635
1995,33, ALBERTO ELLI,154,MG-TECHNOGYM,94H 06' 33'',+ 01H 21' 34'',3635
1995,34, JEAN-FRANÇOIS BERNARD,182,CHAZAL-MBK-KONIG,94H 08' 10'',+ 01H 23' 11'',3635
1995,35, HERMINIO DIAZ ZABALA,64,ONCE,94H 08' 26'',+ 01H 23' 27'',3635
1995,36, LANCE ARMSTRONG,111,MOTOROLA,94H 13' 05'',+ 01H 28' 06'',3635
1995,37, GEORG TOTSCHNIG,91,TEAM POLTI,94H 15' 46'',+ 01H 30' 47'',3635
1995,38, UDO BÖLTS,202,TELECOM-ZG-SELLE ITALIA,94H 16' 15'',+ 01H 31' 16'',3635
1995,39, ANDREA TAFI,49,MAPEI-GB,94H 21' 48'',+ 01H 36' 49'',3635
1995,40, THOMAS DAVY,4,BANESTO,94H 23' 03'',+ 01H 38' 04'',3635
1995,41, GÉRARD RUE,8,BANESTO,94H 23' 10'',+ 01H 38' 11'',3635
1995,42, ENRICO ZAINA,28,CARRERA-TASSONI,94H 23' 27'',+ 01H 38' 28'',3635
1995,43, MASSIMILIANO LELLI,175,MERCATONE UNO-SAECO,94H 24' 42'',+ 01H 39' 43'',3635
1995,44, ANDREA PERON,117,MOTOROLA,94H 27' 17'',+ 01H 42' 18'',3635
1995,45, EDDY BOUWMANS,162,NOVELL,94H 29' 08'',+ 01H 44' 09'',3635
1995,46, ZENON JASKULA,31,AKI-GIPIEMME,94H 38' 45'',+ 01H 53' 46'',3635
1995,47, MAXIMILIAN SCIANDRI,157,MG-TECHNOGYM,94H 40' 09'',+ 01H 55' 10'',3635
1995,48, FRANCO VONA,159,MG-TECHNOGYM,94H 40' 34'',+ 01H 55' 35'',3635
1995,49, JESPER SKIBBY,127,TVM-POLIS DIRECT,94H 40' 42'',+ 01H 55' 43'',3635
1995,50, LEONARDO SIERRA,27,CARRERA-TASSONI,94H 41' 16'',+ 01H 56' 17'',3635
1995,51, GABRIELE COLOMBO,15,GEWISS-BALLAN,94H 42' 13'',+ 01H 57' 14'',3635
1995,52, MAARTEN DEN BAKKER,123,TVM-POLIS DIRECT,94H 43' 24'',+ 01H 58' 25'',3635
1995,53, GIANNI BUGNO,151,MG-TECHNOGYM,94H 43' 46'',+ 01H 58' 47'',3635
1995,54, ANDREA FERRIGATO,208,TELECOM-ZG-SELLE ITALIA,94H 49' 50'',+ 02H 04' 51'',3635
1995,55, DIDIER ROUS,88,GAN,94H 52' 38'',+ 02H 07' 39'',3635
1995,56, DJAMOLIDINE ABDOUJAPAROV,161,NOVELL,94H 53' 54'',+ 02H 08' 55'',3635
1995,57, CARMELO MIRANDA,7,BANESTO,94H 53' 56'',+ 02H 08' 57'',3635
1995,58, ROLF ALDAG,201,TELECOM-ZG-SELLE ITALIA,94H 58' 40'',+ 02H 13' 41'',3635
1995,59, FRANÇOIS SIMON,147,CASTORAMA,95H 00' 15'',+ 02H 15' 16'',3635
1995,60, NEIL STEPHENS,68,ONCE,95H 01' 00'',+ 02H 16' 01'',3635
1995,61, MIGUEL ARROYO,181,CHAZAL-MBK-KONIG,95H 04' 05'',+ 02H 19' 06'',3635
1995,62, ARMAND DE LAS CUEVAS,141,CASTORAMA,95H 04' 22'',+ 02H 19' 23'',3635
1995,63, GILLES BOUVARD,184,CHAZAL-MBK-KONIG,95H 09' 17'',+ 02H 24' 18'',3635
1995,64, STEPHEN HODGE,56,FESTINA WATCHES,95H 13' 16'',+ 02H 28' 17'',3635
1995,65, ALBERTO VOLPI,19,GEWISS-BALLAN,95H 13' 42'',+ 02H 28' 43'',3635
1995,66, JENS HEPPNER,203,TELECOM-ZG-SELLE ITALIA,95H 15' 46'',+ 02H 30' 47'',3635
1995,67, ROLF JAERMANN,155,MG-TECHNOGYM,95H 17' 13'',+ 02H 32' 14'',3635
1995,68, FABIAN JEKER,57,FESTINA WATCHES,95H 23' 20'',+ 02H 38' 21'',3635
1995,69, JOSÉ-RAMON URIARTE,9,BANESTO,95H 23' 21'',+ 02H 38' 22'',3635
1995,70, ERIK DEKKER,163,NOVELL,95H 23' 27'',+ 02H 38' 28'',3635
1995,71, ANDREI TCHMIL,131,LOTTO-ISOGLASS,95H 24' 01'',+ 02H 39' 02'',3635
1995,72, MASSIMO DONATI,172,MERCATONE UNO-SAECO,95H 25' 03'',+ 02H 40' 04'',3635
1995,73, JOHAN MUSEEUW,47,MAPEI-GB,95H 26' 53'',+ 02H 41' 54'',3635
1995,74, SERGUEI OUTSCHAKOV,97,TEAM POLTI,95H 27' 06'',+ 02H 42' 07'',3635
1995,75, ARTURAS KASPUTIS,187,CHAZAL-MBK-KONIG,95H 30' 49'',+ 02H 45' 50'',3635
1995,76, JIM VAN DE LAER,128,TVM-POLIS DIRECT,95H 30' 51'',+ 02H 45' 52'',3635
1995,77, FRANCESCO FRATTINI,16,GEWISS-BALLAN,95H 31' 10'',+ 02H 46' 11'',3635
1995,78, MARINO ALONSO,2,BANESTO,95H 32' 24'',+ 02H 47' 25'',3635
1995,79, DARIO BOTTARO,13,GEWISS-BALLAN,95H 32' 25'',+ 02H 47' 26'',3635
1995,81, DAVIDE PERONA,76,LAMPRE-PANARIA,95H 36' 33'',+ 02H 51' 34'',3635
1995,82, FRANKIE ANDREU,112,MOTOROLA,95H 37' 14'',+ 02H 52' 15'',3635
1995,83, ALESSIO GALETTI,74,LAMPRE-PANARIA,95H 37' 21'',+ 02H 52' 22'',3635
1995,84, MARCELLO SIBONI,26,CARRERA-TASSONI,95H 38' 15'',+ 02H 53' 16'',3635
1995,85, MARCO MILESI,196,BRESCIALAT,95H 39' 09'',+ 02H 54' 10'',3635
1995,86, FLAVIO VANZELLA,158,MG-TECHNOGYM,95H 39' 09'',+ 02H 54' 10'',3635
1995,87, GIANCARLO PERINI,197,BRESCIALAT,95H 39' 17'',+ 02H 54' 18'',3635
1995,88, WILFRIED PEETERS,48,MAPEI-GB,95H 39' 37'',+ 02H 54' 38'',3635
1995,89, GUIDO BONTEMPI,12,GEWISS-BALLAN,95H 40' 27'',+ 02H 55' 28'',3635
1995,90, ERIK ZABEL,206,TELECOM-ZG-SELLE ITALIA,95H 41' 47'',+ 02H 56' 48'',3635
1995,91, ARVIS PIZIKS,167,NOVELL,95H 42' 54'',+ 02H 57' 55'',3635
1995,92, FRANÇOIS LEMARCHAND,86,GAN,95H 43' 25'',+ 02H 58' 26'',3635
1995,93, JOSÉ ANGEL VIDAL,109,KELME-AVIANCA,95H 43' 37'',+ 02H 58' 38'',3635
1995,94, THIERRY MARIE,146,CASTORAMA,95H 43' 53'',+ 02H 58' 54'',3635
1995,95, AITOR GARMENDIA,5,BANESTO,95H 44' 42'',+ 02H 59' 43'',3635
1995,96, ALEXANDER GONTCHENKOV,75,LAMPRE-PANARIA,95H 45' 24'',+ 03H 00' 25'',3635
1995,97, FRANS MAASSEN,165,NOVELL,95H 46' 42'',+ 03H 01' 43'',3635
1995,98, MARIO SCIREA,99,TEAM POLTI,95H 46' 54'',+ 03H 01' 55'',3635
1995,99, MAURO BETTIN,32,AKI-GIPIEMME,95H 48' 59'',+ 03H 04' 00'',3635
1995,100, NICOLA LODA,156,MG-TECHNOGYM,95H 49' 44'',+ 03H 04' 45'',3635
1995,101, STEVE BAUER,113,MOTOROLA,95H 50' 32'',+ 03H 05' 33'',3635
1995,102, ROSSANO BRASI,94,TEAM POLTI,95H 51' 22'',+ 03H 06' 23'',3635
1995,103, GIUSEPPE LOMBARDI,96,TEAM POLTI,95H 51' 39'',+ 03H 06' 40'',3635
1995,104, GILLES TALMANT,148,CASTORAMA,95H 52' 18'',+ 03H 07' 19'',3635
1995,105, PETER FARAZIJN,134,LOTTO-ISOGLASS,95H 54' 31'',+ 03H 09' 32'',3635
1995,106, STEFANO COLAGE,207,TELECOM-ZG-SELLE ITALIA,95H 55' 03'',+ 03H 10' 04'',3635
1995,107, GIAN MATTEO FAGNINI,173,MERCATONE UNO-SAECO,95H 57' 10'',+ 03H 12' 11'',3635
1995,108, GIOVANNI FIDANZA,95,TEAM POLTI,95H 57' 19'',+ 03H 12' 20'',3635
1995,109, STEPHEN SWART,118,MOTOROLA,95H 59' 14'',+ 03H 14' 15'',3635
1995,110, GIANLUCA GORINI,35,AKI-GIPIEMME,95H 59' 19'',+ 03H 14' 20'',3635
1995,111, MARCO SERPELLINI,77,LAMPRE-PANARIA,96H 01' 04'',+ 03H 16' 05'',3635
1995,112, DAVIDE CASSANI,153,MG-TECHNOGYM,96H 01' 50'',+ 03H 16' 51'',3635
1995,113, BART VOSKAMP,129,TVM-POLIS DIRECT,96H 02' 40'',+ 03H 17' 41'',3635
1995,114, EROS POLI,178,MERCATONE UNO-SAECO,96H 06' 25'',+ 03H 21' 26'',3635
1995,115, BRUNO CORNILLET,185,CHAZAL-MBK-KONIG,96H 21' 25'',+ 03H 36' 26'',3635
1994,1, MIGUEL INDURAIN,1,BANESTO,103H 38' 38'',-,3978
1994,2, PIOTR UGRUMOV,48,GEWISS-BALLAN,103H 44' 17'',+ 00H 05' 39'',3978
1994,3, MARCO PANTANI,56,CARRERA JEANS-TASSONI,103H 45' 57'',+ 00H 07' 19'',3978
1994,4, LUC LEBLANC,91,FESTINA-ANDORRA,103H 48' 41'',+ 00H 10' 03'',3978
1994,5, RICHARD VIRENQUE,99,FESTINA-ANDORRA,103H 48' 48'',+ 00H 10' 10'',3978
1994,6, ROBERTO CONTI,72,LAMPRE-PANARIA,103H 51' 07'',+ 00H 12' 29'',3978
1994,7, ALBERTO ELLI,24,GB-MG TECHNOGYM,103H 58' 55'',+ 00H 20' 17'',3978
1994,8, ALEX ZULLE,61,ONCE,103H 59' 13'',+ 00H 20' 35'',3978
1994,9, UDO BÖLTS,134,TELECOM,104H 03' 57'',+ 00H 25' 19'',3978
1994,10, VLADIMIR POULNIKOV,57,CARRERA JEANS-TASSONI,104H 04' 06'',+ 00H 25' 28'',3978
1994,11, PASCAL LINO,95,FESTINA-ANDORRA,104H 04' 39'',+ 00H 26' 01'',3978
1994,12, FERNANDO ESCARTIN,15,MAPEI-CLAS,104H 09' 16'',+ 00H 30' 38'',3978
1994,13, GIANLUCA BORTOLAMI,12,MAPEI-CLAS,104H 11' 13'',+ 00H 32' 35'',3978
1994,14, BJARNE RIIS,41,GEWISS-BALLAN,104H 12' 10'',+ 00H 33' 32'',3978
1994,15, OSCAR PELLICIOLI,106,TEAM POLTI,104H 13' 33'',+ 00H 34' 55'',3978
1994,16, NELSON RODRIGUEZ,148,ZG MOBILI-SELLE ITALIA,104H 13' 56'',+ 00H 35' 18'',3978
1994,17, JEAN-FRANÇOIS BERNARD,4,BANESTO,104H 15' 22'',+ 00H 36' 44'',3978
1994,18, HERNÁN BUENAHORA GUTIERREZ,172,KELME-AVIANCA,104H 16' 38'',+ 00H 38' 00'',3978
1994,19, ROLF SORENSEN,27,GB-MG TECHNOGYM,104H 21' 17'',+ 00H 42' 39'',3978
1994,20, BO HAMBURGER,124,TVM-BISON,104H 22' 22'',+ 00H 43' 44'',3978
1994,21, THOMAS DAVY,112,CASTORAMA,104H 25' 19'',+ 00H 46' 41'',3978
